rank,school,headshot,position,college_year,first_name,last_name,team_33rd,br,buzz,cbs,drafttek,espn,nbc,nfl,pff,ringer,tankathon,usa,walter,yahoo,std_dev,avg
360,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-prospect-headshots/2023/32004c4f-4f73-2927-e3fa-114dc0dcbfe0",K,SR.,Tyler,Loop,–,–,326,–,385,–,–,233,–,–,–,–,–,–,76.6,314.67
361,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/32004d41-5380-3098-5c97-e4caed578913",P,SR.,Alex,Mastromanno,–,–,232,–,298,–,–,414,–,–,–,–,–,–,92.1,314.67
362,https://a.espncdn.com/i/teamlogos/ncaa/500/265.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/3200504f-4c06-0273-8c3e-f3d8caf21811",OT,SR.,Esa,Pole,–,–,–,307,305,–,–,361,308,–,–,–,–,–,23.8,318.6
363,https://a.espncdn.com/i/teamlogos/ncaa/500/183.png,0,WR,SR.,Jackson,Meeks,200,–,–,309,379,–,–,–,290,–,–,–,–,–,74.2,277.6
364,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/32005245-4536-2111-2e2f-dfe9829cb428",CB,SR.,Nikko,Reed,–,–,–,–,369,–,–,257,206,–,–,–,–,–,83.4,277.33
365,https://a.espncdn.com/i/teamlogos/ncaa/500/326.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/32004a4f-4e63-6474-8744-566f9e8beeb8",OG,SR.,Nash,Jones,170,–,–,–,355,–,–,373,324,–,–,–,–,–,92.6,305.5
366,https://a.espncdn.com/i/teamlogos/ncaa/500/2116.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/32005041-4313-1144-e06d-2f07c4908d7c",LB,SR.,Deshawn,Pace,–,–,–,272,268,–,–,326,–,–,–,–,–,–,32.4,288.67
367,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/32004359-5041-5291-1c9a-9f5b3458fe80",CB,SR.,Fentrell,Cypress II,–,–,340,–,456,–,–,331,262,–,–,–,–,–,99.6,315.4
368,https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/32004745-4f16-7316-2c34-477a2173db1c",WR,SR.,Jacolby,George,–,–,406,332,431,268,–,385,–,–,–,–,–,–,75.9,344.5
369,https://a.espncdn.com/i/teamlogos/ncaa/500/356.png,https://www.nfldraftbuzz.com/Content/PlayerHeadShots/Zakhari-Franklin-WR-UT-SanAntonio.png,WR,SR.,Zakhari,Franklin,–,–,382,299,412,–,–,–,281,–,–,–,–,–,63.4,343.5
370,https://a.espncdn.com/i/teamlogos/ncaa/500/278.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/3200434c-4125-4703-a66b-a80f6028858a",S,SR.,Dean,Clark,–,–,–,–,273,–,–,383,213,–,–,–,–,–,86.2,289.67
371,https://a.espncdn.com/i/teamlogos/ncaa/500/197.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/3200434f-4f52-6333-a2da-f12fa3c7fe2a",OT,SR.,Dalton,Cooper,–,–,–,343,377,–,–,302,320,–,–,–,–,–,29.5,331.4
372,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-prospect-headshots/2023/32004252-5522-8808-fe83-2fba4f037a50",LB,SR.,Carson,Bruener,–,–,–,248,374,–,–,285,–,–,–,–,–,–,60.6,287.5
374,https://a.espncdn.com/i/teamlogos/ncaa/500/154.png,https://www.nfldraftbuzz.com/Content/PlayerHeadShots/Jasheen-Davis-DL-WakeForest.png,ED,SR.,Jasheen,Davis,–,–,358,357,281,–,–,–,–,–,–,–,–,–,44.2,332
375,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/32005045-5271-6137-ddd0-01edf48c3188",IOL,SR.,Thomas,Perry,–,226,–,361,345,–,–,417,–,–,–,–,–,–,80.3,337.25
377,https://a.espncdn.com/i/teamlogos/ncaa/500/84.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/32005741-4c20-0648-c201-219c2f1912e2",LB,SR.,Jailin,Walker,–,–,–,394,476,–,–,268,260,–,–,–,–,–,104.3,349.5
378,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,https://www.nfldraftbuzz.com/Content/PlayerHeadShots/Makari-Paige-DB-Michigan.png,S,SR.,Makari,Paige,–,126,314,–,–,–,–,–,–,–,–,–,–,–,132.9,220
379,https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png,0,WR,RS JR.,Samuel,Brown,–,–,–,–,275,–,–,–,176,–,–,–,–,–,70,225.5
384,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,https://www.nfldraftbuzz.com/Content/PlayerHeadShots/Javontez-Spraggins-OL-Tennessee.png,IOL,SR.,Javontez,Spraggins,–,–,353,354,–,–,–,–,–,–,–,243,–,–,63.8,316.67
385,https://a.espncdn.com/i/teamlogos/ncaa/500/238.png,0,S,GR.,De'Rickey,Wright,–,–,–,294,358,–,–,–,300,–,–,–,–,–,35.3,317.33
386,https://a.espncdn.com/i/teamlogos/ncaa/500/2655.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/32004855-4e81-9818-c2f4-9a6d27326ba5",ED,RS SR.,Adin,Huntington,–,–,–,–,366,–,–,353,–,–,–,242,–,–,68.1,320.33
387,https://a.espncdn.com/i/teamlogos/ncaa/500/221.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/32004745-4f05-0943-2607-0d8d9aff6692",LB,RS SR.,Brandon,George,–,–,–,–,237,–,–,300,–,–,–,–,–,–,44.5,268.5
389,https://a.espncdn.com/i/teamlogos/ncaa/500/235.png,0,RB,SR.,Mario,Anderson,–,–,–,–,226,–,–,–,–,–,–,241,–,–,10.6,233.5
392,https://a.espncdn.com/i/teamlogos/ncaa/500/2569.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/3200534d-4901-5660-6d2f-ae20575b8580",LB,GR.,Aaron,Smith,–,–,–,–,324,–,–,413,279,–,–,–,–,–,68.2,338.67
393,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,https://www.nfldraftbuzz.com/Content/PlayerHeadShots/DJ-Uiagalelei-QB-Clemson.png,QB,SR.,DJ,Uiagalelei,–,–,309,366,–,–,–,–,338,–,–,–,–,–,28.5,337.67
394,https://a.espncdn.com/i/teamlogos/ncaa/500/38.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/32004752-4555-7088-1c19-126ff9d8294c",ED,SR.,BJ,Green II,–,–,–,–,265,–,–,297,–,–,–,–,–,–,17.2,284.67
395,https://a.espncdn.com/i/teamlogos/ncaa/500/183.png,0,LB,SR.,Justin,Barron,–,–,–,355,351,276,–,–,–,–,–,–,–,–,44.5,327.33
398,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,https://www.nfldraftbuzz.com/Content/PlayerHeadShots/Luke-Elzinga-P-CentralMichigan.png,P,SR.,Luke,Elzinga,–,–,220,–,–,–,–,–,348,–,–,–,–,–,90.5,284
399,https://a.espncdn.com/i/teamlogos/ncaa/500/252.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/32004554-4920-7645-d824-863f17b8a8a4",OT,RS SR.,Caleb,Etienne,–,–,–,–,303,–,–,292,–,–,–,–,–,–,12.5,304
400,https://a.espncdn.com/i/teamlogos/ncaa/500/277.png,https://www.nfldraftbuzz.com/Content/PlayerHeadShots/Aubrey-Burks-DB-WestVirginia.png,S,SR.,Aubrey,Burks,–,–,291,–,–,–,–,–,283,–,–,–,–,–,5.7,287
401,https://a.espncdn.com/i/teamlogos/ncaa/500/326.png,0,WR,RS SR.,Joey,Hobert,–,–,–,–,465,–,–,–,309,–,–,228,–,–,120.5,334
402,https://a.espncdn.com/i/teamlogos/ncaa/500/197.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/3200424c-4109-7423-7ea6-95924e943559",CB,SR.,Korie,Black,–,–,–,–,357,–,–,251,–,–,–,–,–,–,54.8,296
410,https://a.espncdn.com/i/teamlogos/ncaa/500/47.png,0,S,-,Kenny,Gallop Jr.,–,239,–,–,–,–,–,–,–,–,–,236,–,–,2.1,237.5
411,https://a.espncdn.com/i/teamlogos/ncaa/500/189.png,0,CB,SR.,Jordan,Oladokun,–,–,–,–,419,–,–,–,–,–,–,161,–,–,182.4,290
413,https://a.espncdn.com/i/teamlogos/ncaa/500/164.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/32004841-4d24-7756-9e2d-9acc3dd5188b",IDL,RS SR.,Kyonte,Hamilton,–,–,–,–,278,–,–,370,–,–,–,–,–,–,65.1,324
415,https://a.espncdn.com/i/teamlogos/ncaa/500/213.png,https://www.nfldraftbuzz.com/Content/PlayerHeadShots/Julian-Fleming-WR-OhioState.png,WR,SR.,Julian,Fleming,–,–,318,–,–,–,–,–,314,–,–,–,–,–,2.8,316
416,0,0,OG,GR.,Timothy,McKay,–,–,–,–,353,–,–,–,257,–,–,–,–,–,67.9,305
417,https://a.espncdn.com/i/teamlogos/ncaa/500/2655.png,0,CB,SR.,Johnathan,Edwards,–,–,–,339,295,–,–,–,–,–,–,–,–,–,53.8,288.67
419,https://a.espncdn.com/i/teamlogos/ncaa/500/2117.png,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/god-draft-headshots/2025/32004b45-4e73-0084-86ce-fa28423f83df",CB,SR.,Donte,Kent,–,–,465,–,–,–,–,226,–,–,–,–,–,–,169,345.5
420,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,0,LB,SR.,Greg,Penn III,–,–,–,–,347,–,–,–,277,–,–,–,–,–,49.5,312
421,https://a.espncdn.com/i/teamlogos/ncaa/500/6.png,0,WR,SR.,Jamaal,Pritchett,–,–,–,325,321,–,–,–,–,–,–,–,–,–,2.8,323
424,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,https://www.nfldraftbuzz.com/Content/PlayerHeadShots/Keenan-Pili-LB-BYU.png,LB,SR.,Keenan,Pili,–,–,349,–,–,291,–,–,–,–,–,–,–,–,41,320
