type,coach,coach_id,team_name,season,off_scheme,def_scheme
Coach,John Harbaugh,HarbJo0,Baltimore Ravens,2013,Air Coryell,3-4
Offensive Coordinator,Jim Caldwell,CaldJi0,Baltimore Ravens,2013,Air Coryell,3-4
Defensive Coordinator,Dean Pees,PeesDe0,Baltimore Ravens,2013,Air Coryell,3-4
Other Notable Asst.,Teryl Austin,AustTe0,Baltimore Ravens,2013,Air Coryell,3-4
Other Notable Asst.,Juan Castillo,CastJu0,Baltimore Ravens,2013,Air Coryell,3-4
Other Notable Asst.,Jim Hostler,HostJi0,Baltimore Ravens,2013,Air Coryell,3-4
Other Notable Asst.,Don Martindale,MartDo0,Baltimore Ravens,2013,Air Coryell,3-4
Other Notable Asst.,Ted Monachino,MonaTe0,Baltimore Ravens,2013,Air Coryell,3-4
Other Notable Asst.,Jerry Rosburg,RosbJe0,Baltimore Ravens,2013,Air Coryell,3-4
Other Notable Asst.,Steve Spagnuolo,SpagSt0,Baltimore Ravens,2013,Air Coryell,3-4
Coach,Doug Marrone,MarrDo0,Buffalo Bills,2013,Air Coryell,3-4
Offensive Coordinator,Nathaniel Hackett,HackNa0,Buffalo Bills,2013,Air Coryell,3-4
Defensive Coordinator,Mike Pettine,PettMi0,Buffalo Bills,2013,Air Coryell,3-4
Other Notable Asst.,Donnie Henderson,HendDo0,Buffalo Bills,2013,Air Coryell,3-4
Other Notable Asst.,Jim O'Neil,ONeiJi0,Buffalo Bills,2013,Air Coryell,3-4
Other Notable Asst.,Anthony Weaver,WeavAn0,Buffalo Bills,2013,Air Coryell,3-4
Coach,Ron Rivera,RiveRo0,Carolina Panthers,2013,Erhardt-Perkins,4-3
Offensive Coordinator,Mike Shula,ShulMi0,Carolina Panthers,2013,Erhardt-Perkins,4-3
Defensive Coordinator,Sean McDermott,McDeSe0,Carolina Panthers,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Ken Dorsey,DorsKe0,Carolina Panthers,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Al Holcomb,HolcAl0,Carolina Panthers,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Jim Skipper,SkipJi0,Carolina Panthers,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Eric Washington,WashEr0,Carolina Panthers,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Steve Wilks,WilkSt0,Carolina Panthers,2013,Erhardt-Perkins,4-3
Coach,Marc Trestman,TresMa0,Chicago Bears,2013,West Coast,4-3
Offensive Coordinator,Aaron Kromer,KromAa0,Chicago Bears,2013,West Coast,4-3
Defensive Coordinator,Mel Tucker,TuckMe0,Chicago Bears,2013,West Coast,4-3
Other Notable Asst.,Matt Cavanaugh,CavaMa0,Chicago Bears,2013,West Coast,4-3
Other Notable Asst.,Sean Desai,DesaSe0,Chicago Bears,2013,West Coast,4-3
Other Notable Asst.,Mike Groh,GrohMi0,Chicago Bears,2013,West Coast,4-3
Coach,Marvin Lewis,LewiMa0,Cincinnati Bengals,2013,West Coast,4-3
Offensive Coordinator,Jay Gruden,GrudJa0,Cincinnati Bengals,2013,West Coast,4-3
Defensive Coordinator,Mike Zimmer,ZimmMi0,Cincinnati Bengals,2013,West Coast,4-3
Other Notable Asst.,Paul Guenther,GuenPa0,Cincinnati Bengals,2013,West Coast,4-3
Other Notable Asst.,Hue Jackson,JackHu0,Cincinnati Bengals,2013,West Coast,4-3
Other Notable Asst.,Ken Zampese,ZampKe0,Cincinnati Bengals,2013,West Coast,4-3
Other Notable Asst.,Adam Zimmer,ZimmAd0,Cincinnati Bengals,2013,West Coast,4-3
Coach,Rob Chudzinski,ChudRo0,Cleveland Browns,2013,Air Coryell,3-4
Offensive Coordinator,Norv Turner,TurnNo0,Cleveland Browns,2013,Air Coryell,3-4
Defensive Coordinator,Ray Horton,HortRa0,Cleveland Browns,2013,Air Coryell,3-4
Other Notable Asst.,Bobby Babich,BabiBo1,Cleveland Browns,2013,Air Coryell,3-4
Other Notable Asst.,Joe Cullen,CullJo0,Cleveland Browns,2013,Air Coryell,3-4
Other Notable Asst.,Ken Flajole,FlajKe0,Cleveland Browns,2013,Air Coryell,3-4
Other Notable Asst.,Gil Haskell,HaskGi0,Cleveland Browns,2013,Air Coryell,3-4
Other Notable Asst.,Drew Petzing,PetzDr0,Cleveland Browns,2013,Air Coryell,3-4
Other Notable Asst.,Shane Steichen,SteiSh0,Cleveland Browns,2013,Air Coryell,3-4
Other Notable Asst.,Chris Tabor,TaboCh0,Cleveland Browns,2013,Air Coryell,3-4
Other Notable Asst.,Scott Turner,TurnSc0,Cleveland Browns,2013,Air Coryell,3-4
Coach,Jason Garrett,GarrJa0,Dallas Cowboys,2013,Air Coryell,4-3
Offensive Coordinator,Bill Callahan,CallBi0,Dallas Cowboys,2013,Air Coryell,4-3
Defensive Coordinator,Monte Kiffin,KiffMo0,Dallas Cowboys,2013,Air Coryell,4-3
Other Notable Asst.,Rich Bisaccia,BisaRi0,Dallas Cowboys,2013,Air Coryell,4-3
Other Notable Asst.,Matt Eberflus,EberMa0,Dallas Cowboys,2013,Air Coryell,4-3
Other Notable Asst.,Rod Marinelli,MariRo0,Dallas Cowboys,2013,Air Coryell,4-3
Other Notable Asst.,Wes Phillips,PhilWe0,Dallas Cowboys,2013,Air Coryell,4-3
Coach,John Fox,FoxxJo0,Denver Broncos,2013,Erhardt-Perkins,4-3
Offensive Coordinator,Adam Gase,GaseAd0,Denver Broncos,2013,Erhardt-Perkins,4-3
Defensive Coordinator,Jack Del Rio,DelRJa0,Denver Broncos,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Brian Callahan,CallBr0,Denver Broncos,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Jim Bob Cooter,CootJi0,Denver Broncos,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Greg Knapp,KnapGr0,Denver Broncos,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Richard Smith,SmitRi0,Denver Broncos,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Eric Studesville,StudEr0,Denver Broncos,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Cory Undlin,UndlCo0,Denver Broncos,2013,Erhardt-Perkins,4-3
Coach,Jim Schwartz,SchwJi0,Detroit Lions,2013,Air Coryell,4-3
Offensive Coordinator,Scott Linehan,LineSc0,Detroit Lions,2013,Air Coryell,4-3
Defensive Coordinator,Gunther Cunningham,CunnGu0,Detroit Lions,2013,Air Coryell,4-3
Other Notable Asst.,Matt Burke,BurkMa0,Detroit Lions,2013,Air Coryell,4-3
Other Notable Asst.,Todd Downing,DownTo0,Detroit Lions,2013,Air Coryell,4-3
Other Notable Asst.,Curtis Modkins,ModkCu0,Detroit Lions,2013,Air Coryell,4-3
Coach,Mike McCarthy,McCaMi0,Green Bay Packers,2013,West Coast,3-4
Offensive Coordinator,Tom Clements,ClemTo0,Green Bay Packers,2013,West Coast,3-4
Defensive Coordinator,Dom Capers,CapeDo0,Green Bay Packers,2013,West Coast,3-4
Other Notable Asst.,Edgar Bennett,BennEd0,Green Bay Packers,2013,West Coast,3-4
Other Notable Asst.,Ben McAdoo,McAdBe0,Green Bay Packers,2013,West Coast,3-4
Other Notable Asst.,Mike Trgovac,TrgoMi0,Green Bay Packers,2013,West Coast,3-4
Other Notable Asst.,Alex Van Pelt,VanPAl0,Green Bay Packers,2013,West Coast,3-4
Other Notable Asst.,Joe Whitt,WhitJo0,Green Bay Packers,2013,West Coast,3-4
Coach,Wade Phillips,PhilWa0,Houston Texans,2013,West Coast,3-4
Coach,Gary Kubiak,KubiGa0,Houston Texans,2013,West Coast,3-4
Offensive Coordinator,Rick Dennison,DennRi0,Houston Texans,2013,West Coast,3-4
Defensive Coordinator,Wade Phillips,PhilWa0,Houston Texans,2013,West Coast,3-4
Other Notable Asst.,Chick Harris,HarrCh0,Houston Texans,2013,West Coast,3-4
Other Notable Asst.,Vance Joseph,JoseVa0,Houston Texans,2013,West Coast,3-4
Coach,Chuck Pagano,PagaCh0,Indianapolis Colts,2013,West Coast,3-4
Offensive Coordinator,Pep Hamilton,HamiPe0,Indianapolis Colts,2013,West Coast,3-4
Defensive Coordinator,Greg Manusky,ManuGr0,Indianapolis Colts,2013,West Coast,3-4
Other Notable Asst.,Clyde Christensen,ChriCl0,Indianapolis Colts,2013,West Coast,3-4
Other Notable Asst.,Hal Hunter,HuntHa1,Indianapolis Colts,2013,West Coast,3-4
Other Notable Asst.,Dan Pitcher,PitcDa0,Indianapolis Colts,2013,West Coast,3-4
Coach,Gus Bradley,BradGu0,Jacksonville Jaguars,2013,West Coast,4-3
Offensive Coordinator,Jedd Fisch,FiscJe0,Jacksonville Jaguars,2013,West Coast,4-3
Defensive Coordinator,Bob Babich,BabiBo0,Jacksonville Jaguars,2013,West Coast,4-3
Other Notable Asst.,Mark Duffner,DuffMa0,Jacksonville Jaguars,2013,West Coast,4-3
Other Notable Asst.,Mike Sheppard,ShepMi0,Jacksonville Jaguars,2013,West Coast,4-3
Other Notable Asst.,Jerry Sullivan,SullJe0,Jacksonville Jaguars,2013,West Coast,4-3
Other Notable Asst.,Todd Wash,WashTo0,Jacksonville Jaguars,2013,West Coast,4-3
Coach,Andy Reid,ReidAn0,Kansas City Chiefs,2013,West Coast,3-4
Offensive Coordinator,Doug Pederson,PedeDo0,Kansas City Chiefs,2013,West Coast,3-4
Defensive Coordinator,Bob Sutton,SuttBo0,Kansas City Chiefs,2013,West Coast,3-4
Other Notable Asst.,Eric Bieniemy,BienEr0,Kansas City Chiefs,2013,West Coast,3-4
Other Notable Asst.,Brad Childress,ChilBr0,Kansas City Chiefs,2013,West Coast,3-4
Other Notable Asst.,David Culley,CullDa0,Kansas City Chiefs,2013,West Coast,3-4
Other Notable Asst.,Gary Gibbs,GibbGa0,Kansas City Chiefs,2013,West Coast,3-4
Other Notable Asst.,Matt Nagy,NagyMa0,Kansas City Chiefs,2013,West Coast,3-4
Other Notable Asst.,Emmitt Thomas,ThomEm0,Kansas City Chiefs,2013,West Coast,3-4
Coach,Dennis Allen,AlleDe0,Las Vegas Raiders,2013,West Coast,4-3
Offensive Coordinator,Greg Olson,OlsoGr0,Las Vegas Raiders,2013,West Coast,4-3
Defensive Coordinator,Jason Tarver,TarvJa0,Las Vegas Raiders,2013,West Coast,4-3
Other Notable Asst.,John DeFilippo,DeFiJo0,Las Vegas Raiders,2013,West Coast,4-3
Other Notable Asst.,Nick Holz,HolzNi0,Las Vegas Raiders,2013,West Coast,4-3
Other Notable Asst.,Johnny Lynn,LynnJo0,Las Vegas Raiders,2013,West Coast,4-3
Other Notable Asst.,Bob Sanders,SandBo0,Las Vegas Raiders,2013,West Coast,4-3
Other Notable Asst.,Al Saunders,SaunAl0,Las Vegas Raiders,2013,West Coast,4-3
Other Notable Asst.,Tony Sparano,SparTo0,Las Vegas Raiders,2013,West Coast,4-3
Coach,Mike McCoy,McCoMi1,Los Angeles Chargers,2013,Erhardt-Perkins,3-4
Offensive Coordinator,Ken Whisenhunt,WhisKe0,Los Angeles Chargers,2013,Erhardt-Perkins,3-4
Defensive Coordinator,John Pagano,PagaJo0,Los Angeles Chargers,2013,Erhardt-Perkins,3-4
Other Notable Asst.,Joe Barry,BarrJo0,Los Angeles Chargers,2013,Erhardt-Perkins,3-4
Other Notable Asst.,Jason Michael,MichJa0,Los Angeles Chargers,2013,Erhardt-Perkins,3-4
Other Notable Asst.,Frank Reich,ReicFr0,Los Angeles Chargers,2013,Erhardt-Perkins,3-4
Other Notable Asst.,Nick Sirianni,SiriNi0,Los Angeles Chargers,2013,Erhardt-Perkins,3-4
Coach,Jeff Fisher,FishJe0,Los Angeles Rams,2013,Air Coryell,4-3
Offensive Coordinator,Brian Schottenheimer,SchoBr0,Los Angeles Rams,2013,Air Coryell,4-3
Defensive Coordinator,Tim Walton,WaltTi0,Los Angeles Rams,2013,Air Coryell,4-3
Other Notable Asst.,Rob Boras,BoraRo0,Los Angeles Rams,2013,Air Coryell,4-3
Other Notable Asst.,Frank Bush,BushFr0,Los Angeles Rams,2013,Air Coryell,4-3
Other Notable Asst.,Chuck Cecil,CeciCh0,Los Angeles Rams,2013,Air Coryell,4-3
Other Notable Asst.,Frank Cignetti,CignFr0,Los Angeles Rams,2013,Air Coryell,4-3
Other Notable Asst.,John Fassel,FassJo0,Los Angeles Rams,2013,Air Coryell,4-3
Other Notable Asst.,Dave McGinnis,McGiDa0,Los Angeles Rams,2013,Air Coryell,4-3
Other Notable Asst.,Ray Sherman,SherRa0,Los Angeles Rams,2013,Air Coryell,4-3
Other Notable Asst.,Dennard Wilson,WilsDe0,Los Angeles Rams,2013,Air Coryell,4-3
Head Coach/VP of Player Personnel,Jeff Fisher,/executives/FishJe0,Los Angeles Rams,2013,Air Coryell,4-3
Coach,Joe Philbin,PhilJo0,Miami Dolphins,2013,West Coast,4-3
Offensive Coordinator,Mike Sherman,SherMi0,Miami Dolphins,2013,West Coast,4-3
Defensive Coordinator,Kevin Coyle,CoylKe0,Miami Dolphins,2013,West Coast,4-3
Other Notable Asst.,Lou Anarumo,AnarLo0,Miami Dolphins,2013,West Coast,4-3
Other Notable Asst.,Dan Campbell,CampDa1,Miami Dolphins,2013,West Coast,4-3
Other Notable Asst.,George Edwards,EdwaGe0,Miami Dolphins,2013,West Coast,4-3
Other Notable Asst.,Ben Johnson,JohnBe0,Miami Dolphins,2013,West Coast,4-3
Other Notable Asst.,Jeff Nixon,NixoJe0,Miami Dolphins,2013,West Coast,4-3
Other Notable Asst.,Kacy Rodgers,RodgKa0,Miami Dolphins,2013,West Coast,4-3
Other Notable Asst.,Zac Taylor,TaylZa0,Miami Dolphins,2013,West Coast,4-3
Coach,Leslie Frazier,FrazLe0,Minnesota Vikings,2013,West Coast,4-3
Offensive Coordinator,Bill Musgrave,MusgBi0,Minnesota Vikings,2013,West Coast,4-3
Defensive Coordinator,Alan Williams,WillAl0,Minnesota Vikings,2013,West Coast,4-3
Other Notable Asst.,Jeff Davidson,DaviJe0,Minnesota Vikings,2013,West Coast,4-3
Other Notable Asst.,Klint Kubiak,KubiKl0,Minnesota Vikings,2013,West Coast,4-3
Other Notable Asst.,Fred Pagac,PagaFr0,Minnesota Vikings,2013,West Coast,4-3
Other Notable Asst.,Mike Singletary,SingMi0,Minnesota Vikings,2013,West Coast,4-3
Other Notable Asst.,Kevin Stefanski,StefKe0,Minnesota Vikings,2013,West Coast,4-3
Other Notable Asst.,Joe Woods,WoodJo0,Minnesota Vikings,2013,West Coast,4-3
Coach,Bill Belichick,BeliBi0,New England Patriots,2013,Erhardt-Perkins,4-3
Offensive Coordinator,Josh McDaniels,McDaJo0,New England Patriots,2013,Erhardt-Perkins,4-3
Defensive Coordinator,Matt Patricia,PatrMa0,New England Patriots,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Josh Boyer,BoyeJo0,New England Patriots,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Brian Daboll,DaboBr0,New England Patriots,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Brian Flores,FlorBr0,New England Patriots,2013,Erhardt-Perkins,4-3
Other Notable Asst.,George Godsey,GodsGe0,New England Patriots,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Patrick Graham,GrahPa0,New England Patriots,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Joe Judge,JudgJo0,New England Patriots,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Chad O'Shea,OSheCh0,New England Patriots,2013,Erhardt-Perkins,4-3
Head Coach/de facto General Manager,Bill Belichick,/executives/BeliBi0,New England Patriots,2013,Erhardt-Perkins,4-3
Coach,Sean Payton,PaytSe0,New Orleans Saints,2013,Air Coryell,3-4
Offensive Coordinator,Pete Carmichael,CarmPe0,New Orleans Saints,2013,Air Coryell,3-4
Defensive Coordinator,Rob Ryan,RyanRo0,New Orleans Saints,2013,Air Coryell,3-4
Other Notable Asst.,Joe Lombardi,LombJo0,New Orleans Saints,2013,Air Coryell,3-4
Other Notable Asst.,Frank Smith,SmitFr0,New Orleans Saints,2013,Air Coryell,3-4
Other Notable Asst.,Joe Vitt,VittJo0,New Orleans Saints,2013,Air Coryell,3-4
Coach,Tom Coughlin,CougTo0,New York Giants,2013,Erhardt-Perkins,4-3
Offensive Coordinator,Kevin Gilbride,GilbKe0,New York Giants,2013,Erhardt-Perkins,4-3
Defensive Coordinator,Perry Fewell,FewePe0,New York Giants,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Peter Giunta,GiunPe0,New York Giants,2013,Erhardt-Perkins,4-3
Other Notable Asst.,Mike Pope,PopeMi0,New York Giants,2013,Erhardt-Perkins,4-3
Coach,Rex Ryan,RyanRe0,New York Jets,2013,West Coast,3-4
Offensive Coordinator,Marty Mornhinweg,MornMa0,New York Jets,2013,West Coast,3-4
Defensive Coordinator,Dennis Thurman,ThurDe0,New York Jets,2013,West Coast,3-4
Other Notable Asst.,Anthony Lynn,LynnAn0,New York Jets,2013,West Coast,3-4
Other Notable Asst.,Brian VanGorder,VanGBr0,New York Jets,2013,West Coast,3-4
Coach,Chip Kelly,KellCh0,Philadelphia Eagles,2013,Spread,3-4
Offensive Coordinator,Pat Shurmur,ShurPa0,Philadelphia Eagles,2013,Spread,3-4
Defensive Coordinator,Bill Davis,DaviBi0,Philadelphia Eagles,2013,Spread,3-4
Other Notable Asst.,Bill Lazor,LazoBi0,Philadelphia Eagles,2013,Spread,3-4
Other Notable Asst.,Press Taylor,TaylPr0,Philadelphia Eagles,2013,Spread,3-4
Coach,Mike Tomlin,TomlMi0,Pittsburgh Steelers,2013,Erhardt-Perkins,3-4
Offensive Coordinator,Todd Haley,HaleTo0,Pittsburgh Steelers,2013,Erhardt-Perkins,3-4
Defensive Coordinator,Dick LeBeau,LeBeDi0,Pittsburgh Steelers,2013,Erhardt-Perkins,3-4
Other Notable Asst.,Keith Butler,ButlKe0,Pittsburgh Steelers,2013,Erhardt-Perkins,3-4
Other Notable Asst.,Randy Fichtner,FichRa0,Pittsburgh Steelers,2013,Erhardt-Perkins,3-4
Coach,Jim Harbaugh,HarbJi0,San Francisco 49ers,2013,West Coast,3-4
Offensive Coordinator,Greg Roman,RomaGr0,San Francisco 49ers,2013,West Coast,3-4
Defensive Coordinator,Vic Fangio,FangVi0,San Francisco 49ers,2013,West Coast,3-4
Other Notable Asst.,Geep Chryst,ChryGe0,San Francisco 49ers,2013,West Coast,3-4
Other Notable Asst.,Ed Donatell,DonaEd0,San Francisco 49ers,2013,West Coast,3-4
Other Notable Asst.,Ejiro Evero,EverEj0,San Francisco 49ers,2013,West Coast,3-4
Other Notable Asst.,Mick Lombardi,LombMi1,San Francisco 49ers,2013,West Coast,3-4
Other Notable Asst.,Eric Mangini,MangEr0,San Francisco 49ers,2013,West Coast,3-4
Other Notable Asst.,John Morton,MortJo0,San Francisco 49ers,2013,West Coast,3-4
Other Notable Asst.,Mike Solari,SolaMi0,San Francisco 49ers,2013,West Coast,3-4
Other Notable Asst.,Jim Tomsula,TomsJi0,San Francisco 49ers,2013,West Coast,3-4
Coach,Pete Carroll,CarrPe0,Seattle Seahawks,2013,West Coast,4-3
Offensive Coordinator,Darrell Bevell,BeveDa0,Seattle Seahawks,2013,West Coast,4-3
Defensive Coordinator,Dan Quinn,QuinDa0,Seattle Seahawks,2013,West Coast,4-3
Other Notable Asst.,Kippy Brown,BrowKi0,Seattle Seahawks,2013,West Coast,4-3
Other Notable Asst.,Tom Cable,CablTo0,Seattle Seahawks,2013,West Coast,4-3
Other Notable Asst.,Dave Canales,CanaDa0,Seattle Seahawks,2013,West Coast,4-3
Other Notable Asst.,Marquand Manuel,ManuMa0,Seattle Seahawks,2013,West Coast,4-3
Other Notable Asst.,Ken Norton,NortKe0,Seattle Seahawks,2013,West Coast,4-3
Other Notable Asst.,Kris Richard,RichKr0,Seattle Seahawks,2013,West Coast,4-3
Other Notable Asst.,Robert Saleh,SaleRo0,Seattle Seahawks,2013,West Coast,4-3
Other Notable Asst.,Carl Smith,SmitCa0,Seattle Seahawks,2013,West Coast,4-3
Other Notable Asst.,Sherman Smith,SmitSh0,Seattle Seahawks,2013,West Coast,4-3
Other Notable Asst.,Nick Sorensen,SoreNi0,Seattle Seahawks,2013,West Coast,4-3
Head Coach/VP of Football Ops,Pete Carroll,/executives/CarrPe0,Seattle Seahawks,2013,West Coast,4-3
Coach,Greg Schiano,SchiGr0,Tampa Bay Buccaneers,2013,Balanced,4-3
Offensive Coordinator,Mike Sullivan,SullMi0,Tampa Bay Buccaneers,2013,Balanced,4-3
Defensive Coordinator,Bill Sheridan,SherBi0,Tampa Bay Buccaneers,2013,Balanced,4-3
Other Notable Asst.,Butch Davis,DaviBu0,Tampa Bay Buccaneers,2013,Balanced,4-3
Other Notable Asst.,Jeff Hafley,HaflJe0,Tampa Bay Buccaneers,2013,Balanced,4-3
Other Notable Asst.,Steve Loney,LoneSt0,Tampa Bay Buccaneers,2013,Balanced,4-3
Other Notable Asst.,Jimmy Raye,RayeJi0,Tampa Bay Buccaneers,2013,Balanced,4-3
Other Notable Asst.,Dave Wannstedt,WannDa0,Tampa Bay Buccaneers,2013,Balanced,4-3
Coach,Mike Munchak,MuncMi0,Tennessee Titans,2013,Balanced,4-3
Offensive Coordinator,Dowell Loggains,LoggDo0,Tennessee Titans,2013,Balanced,4-3
Defensive Coordinator,Jerry Gray,GrayJe0,Tennessee Titans,2013,Balanced,4-3
Other Notable Asst.,Sylvester Croom,CrooSy0,Tennessee Titans,2013,Balanced,4-3
Other Notable Asst.,Jonathan Gannon,GannJo0,Tennessee Titans,2013,Balanced,4-3
Other Notable Asst.,George Henshaw,HensGe0,Tennessee Titans,2013,Balanced,4-3
Other Notable Asst.,Keith Millard,MillKe0,Tennessee Titans,2013,Balanced,4-3
Other Notable Asst.,Dave Ragone,RagoDa0,Tennessee Titans,2013,Balanced,4-3
Other Notable Asst.,Arthur Smith,SmitAr0,Tennessee Titans,2013,Balanced,4-3
Other Notable Asst.,Gregg Williams,WillGr0,Tennessee Titans,2013,Balanced,4-3
Coach,Mike Shanahan,ShanMi0,Washington Commanders,2013,West Coast,3-4
Offensive Coordinator,Kyle Shanahan,ShanKy0,Washington Commanders,2013,West Coast,3-4
Defensive Coordinator,Jim Haslett,HaslJi0,Washington Commanders,2013,West Coast,3-4
Other Notable Asst.,Larry Coyer,CoyeLa0,Washington Commanders,2013,West Coast,3-4
Other Notable Asst.,Chris Foerster,FoerCh0,Washington Commanders,2013,West Coast,3-4
Other Notable Asst.,Matt LaFleur,LaFlMa0,Washington Commanders,2013,West Coast,3-4
Other Notable Asst.,Mike McDaniel,McDaMi0,Washington Commanders,2013,West Coast,3-4
Other Notable Asst.,Sean McVay,McVaSe0,Washington Commanders,2013,West Coast,3-4
Other Notable Asst.,Raheem Morris,MorrRa0,Washington Commanders,2013,West Coast,3-4
Other Notable Asst.,Bob Slowik,SlowBo0,Washington Commanders,2013,West Coast,3-4
Other Notable Asst.,Bobby Slowik,SlowBo1,Washington Commanders,2013,West Coast,3-4
Coach/de-facto GM,Mike Shanahan,/executives/ShanMi0,Washington Commanders,2013,West Coast,3-4
Coach,Bruce Arians,AriaBr0,Arizona Cardinals,2014,Air Coryell,3-4
Offensive Coordinator,Harold Goodwin,GoodHa0,Arizona Cardinals,2014,Air Coryell,3-4
Defensive Coordinator,Todd Bowles,BowlTo0,Arizona Cardinals,2014,Air Coryell,3-4
Other Notable Asst.,James Bettcher,BettJa0,Arizona Cardinals,2014,Air Coryell,3-4
Other Notable Asst.,Mike Caldwell,CaldMi0,Arizona Cardinals,2014,Air Coryell,3-4
Other Notable Asst.,Freddie Kitchens,KitcFr0,Arizona Cardinals,2014,Air Coryell,3-4
Other Notable Asst.,Tom Moore,MoorTo0,Arizona Cardinals,2014,Air Coryell,3-4
Coach,Mike Smith,SmitMi0,Atlanta Falcons,2014,Air Coryell,3-4
Offensive Coordinator,Dirk Koetter,KoetDi0,Atlanta Falcons,2014,Air Coryell,3-4
Defensive Coordinator,Mike Nolan,NolaMi0,Atlanta Falcons,2014,Air Coryell,3-4
Other Notable Asst.,Tim Lewis,LewiTi0,Atlanta Falcons,2014,Air Coryell,3-4
Other Notable Asst.,Terry Robiskie,RobiTe0,Atlanta Falcons,2014,Air Coryell,3-4
Other Notable Asst.,Mike Tice,TiceMi0,Atlanta Falcons,2014,Air Coryell,3-4
Coach,John Harbaugh,HarbJo0,Baltimore Ravens,2014,West Coast,3-4
Offensive Coordinator,Gary Kubiak,KubiGa0,Baltimore Ravens,2014,West Coast,3-4
Defensive Coordinator,Dean Pees,PeesDe0,Baltimore Ravens,2014,West Coast,3-4
Other Notable Asst.,Juan Castillo,CastJu0,Baltimore Ravens,2014,West Coast,3-4
Other Notable Asst.,Rick Dennison,DennRi0,Baltimore Ravens,2014,West Coast,3-4
Other Notable Asst.,Mike Macdonald,MacdMi0,Baltimore Ravens,2014,West Coast,3-4
Other Notable Asst.,Don Martindale,MartDo0,Baltimore Ravens,2014,West Coast,3-4
Other Notable Asst.,Ted Monachino,MonaTe0,Baltimore Ravens,2014,West Coast,3-4
Other Notable Asst.,Jerry Rosburg,RosbJe0,Baltimore Ravens,2014,West Coast,3-4
Other Notable Asst.,Steve Spagnuolo,SpagSt0,Baltimore Ravens,2014,West Coast,3-4
Coach,Doug Marrone,MarrDo0,Buffalo Bills,2014,Air Coryell,4-3
Offensive Coordinator,Nathaniel Hackett,HackNa0,Buffalo Bills,2014,Air Coryell,4-3
Defensive Coordinator,Jim Schwartz,SchwJi0,Buffalo Bills,2014,Air Coryell,4-3
Other Notable Asst.,Todd Downing,DownTo0,Buffalo Bills,2014,Air Coryell,4-3
Other Notable Asst.,Donnie Henderson,HendDo0,Buffalo Bills,2014,Air Coryell,4-3
Other Notable Asst.,Jim Hostler,HostJi0,Buffalo Bills,2014,Air Coryell,4-3
Other Notable Asst.,Fred Pagac,PagaFr0,Buffalo Bills,2014,Air Coryell,4-3
Coach,Ron Rivera,RiveRo0,Carolina Panthers,2014,Erhardt-Perkins,4-3
Offensive Coordinator,Mike Shula,ShulMi0,Carolina Panthers,2014,Erhardt-Perkins,4-3
Defensive Coordinator,Sean McDermott,McDeSe0,Carolina Panthers,2014,Erhardt-Perkins,4-3
Other Notable Asst.,Ken Dorsey,DorsKe0,Carolina Panthers,2014,Erhardt-Perkins,4-3
Other Notable Asst.,Al Holcomb,HolcAl0,Carolina Panthers,2014,Erhardt-Perkins,4-3
Other Notable Asst.,Jim Skipper,SkipJi0,Carolina Panthers,2014,Erhardt-Perkins,4-3
Other Notable Asst.,Eric Washington,WashEr0,Carolina Panthers,2014,Erhardt-Perkins,4-3
Other Notable Asst.,Steve Wilks,WilkSt0,Carolina Panthers,2014,Erhardt-Perkins,4-3
Coach,Marc Trestman,TresMa0,Chicago Bears,2014,West Coast,4-3
Offensive Coordinator,Aaron Kromer,KromAa0,Chicago Bears,2014,West Coast,4-3
Defensive Coordinator,Mel Tucker,TuckMe0,Chicago Bears,2014,West Coast,4-3
Other Notable Asst.,Matt Cavanaugh,CavaMa0,Chicago Bears,2014,West Coast,4-3
Other Notable Asst.,Sean Desai,DesaSe0,Chicago Bears,2014,West Coast,4-3
Other Notable Asst.,Mike Groh,GrohMi0,Chicago Bears,2014,West Coast,4-3
Other Notable Asst.,Clint Hurtt,HurtCl0,Chicago Bears,2014,West Coast,4-3
Other Notable Asst.,Paul Pasqualoni,PasqPa0,Chicago Bears,2014,West Coast,4-3
Coach,Marvin Lewis,LewiMa0,Cincinnati Bengals,2014,West Coast,4-3
Offensive Coordinator,Hue Jackson,JackHu0,Cincinnati Bengals,2014,West Coast,4-3
Defensive Coordinator,Paul Guenther,GuenPa0,Cincinnati Bengals,2014,West Coast,4-3
